"公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","上市日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址"
"6136","富爾特科技股份有限公司","富爾特","通信網路業","－","新北市新店區寶強路6-3號5樓","	86616791","吳長青","吳長青","鄭正川","財務長","毛國峰","(02)8912-4300","1992/04/13","2003/08/25",新台幣                 10.0000元,1155364120,115536412,0,0,合併,每年,董事會,"台新證券股務代理部","(02)2504-8125","台北市建國北路一段96號地下一樓","立本台灣聯合會計師事務所","劉克宜","許坤錫","FTC　　","5F., No.6-3, Baoqiang Rd., Xindian Dist., New Taipei City 23144, TaiwanNew Taipei City , Taiwan, R.O.C　　","02-89124301","ir@fullerton.com.tw","www.fullerton.com.tw","鄭正川","財務長","(02)8912-4300","ir@fullerton.com.tw","https://ir.fullerton.com.tw/stakeholder/1"
"6139","亞翔工程股份有限公司","亞翔","其他電子業","－","新北市汐止區大同路一段175號14樓","	12204275","姚祖驤","蔣曉麟","蔣曉麟","總經理","陳淑珍","26919099","1978/12/07","2003/08/25",新台幣                 10.0000元,2255409290,225540929,0,0,合併,每年,股東會,"中國信託商業銀行","02-6636-5566","台北市重慶南路一段83號5樓","資信聯合會計師事務所","黃增國","戴至柔","L & K　","14F., No.175, Sec. 1, Datong Rd., Xizhi Dist.,New Taipei City, Taiwan, R.O.C.","26907168","FD1300@lkeng.com.tw","www.lkeng.com.tw","陳淑珍","財會處副總","02-26919099","FD1300@lkeng.com.tw","www.lkeng.com.tw"
"6141","柏承科技股份有限公司","柏承","電子零組件業","－","台北市大安區基隆路二段112號12樓","	23750095","李齊良","洪宗義","張美齡","總經理特助","黃月雲","(03)354-3961","1990/05/30","2003/10/22",新台幣                 10.0000元,1133540050,113354005,0,0,合併,每年,股東會,"富邦綜合證券股務代理部","(02)2361-1300","台北市中正區許昌街17號11樓","資誠聯合會計師事務所","陳憲正","王方瑜","PLOTECH　","　　12F  NO. 112  SEC. 2, KEE  LUNG  RD　　TAIPEI., TAIWAN","(03)354-3963","finances@plotech.com","http://www.plotech.com","張美齡","總經理特助","(02)2737-5351","may@plotech.com","http://www.plotech.com/shareholder_3.asp"
"6142","友勁科技股份有限公司","友勁","通信網路業","－","台北市內湖區瑞湖街158號5F","	22099744","吳宗哲","鄭吉智","鄭吉智","總經理","蘇慧嫈","02-773-63000","1991/03/11","2003/08/04",新台幣                 10.0000元,3307792150,330779215,101100000,0,合併,每年,股東會,"元大證券股份有限公司","02 -25865859","台北市大同區承德路三段210號B1","安侯建業聯合會計師事務所","區耀軍","簡思娟","CAMEO","No.158, Ruihu St.,Neihu Dist.,Taipei City 114, Taiwan","02-77335253","sales@mail.cameo.com.tw","www.cameo.com.tw","鄭吉智","總經理","02-773-63000","Investors@cameo.com.tw","www.cameo.com.tw"
"6152","百一電子股份有限公司","百一","通信網路業","－","桃園市中壢區東園路69號","	89549585","許錦輝","謝恆榮","謝恆榮","總經理","黃麗珍","03-4615000","1995/06/12","2009/12/08",新台幣                 10.0000元,1677384630,167738463,0,0,合併,每年,股東會,"永豐金證券股份有限公司","02-23816288","台北市博愛路17號3樓","安永聯合會計師事務所","羅筱靖","陳國帥","PRIME","69, Tung-Yuan Rd., Chung-Li Industrial ParkChung-Li Dist., Taoyuan City, Taiwan.","03-4614000","spoker@pesi.com.tw","www.pesi.com.tw","黃麗珍","財務部 IR經理","03-461-5000 # 305","spoker@pesi.com.tw","http://www.pesi.com.tw/about/§Q?`???Y?H±M°?"
"6153","嘉聯益科技股份有限公司","嘉聯益","電子零組件業","－","新北市樹林區博愛街248號","	86980046","賴偉珍","張家豪","傅賢基","財務長","葉倩玉","02-86868868","1992/11/03","2008/01/21",新台幣                 10.0000元,5561776940,556177694,88826433,0,合併,每年,股東會,"元大證券股份有限公司","(02)2586-5859","台北市大同區承德路三段210號B1","勤業眾信聯合會計師事務所","陳明煇","林心彤","Career Tech.　","No.248, Bo-ai St., Shulin Dist., New Taipei City 238, Taiwan (R.O.C.)Taipei, Taiwan","02-86866998","finance@careergroups.com","www.careergroups.com","傅賢基","財務長","02-86868868","finance@careergroups.com","www.careergroups.com"
"6155","鈞寶電子工業股份有限公司","鈞寶","電子零組件業","－","桃園市平鎮區南豐路269號","	22306130","楊正利","蔡裕江","蔡裕江","總經理","陳震漢","03-4698855","1986/11/29","2006/08/18",新台幣                 10.0000元,871477220,87147722,0,0,合併,每年,股東會,"台新證券股務代理部","02-25048125","台北市建國北路1段96號B1","安永聯合會計師事務所","林政緯","陳國帥","KC　　","No.269, Nanfong Rd. , Pingjhen District , Taoyuan City 324 , R. O. C　　","03-4690127","kc@mail.kingcore.com.tw","www.kingcore.com.tw","蔡裕江","總經理","03-4698855","kc@mail.kingcore.com.tw","http://www.kingcore.com.tw/index.php?_Page=msg&md=invest&pid=23&id=24&_lang=T"
"6164","華興電子工業股份有限公司","華興","光電業","－","新北市新店區中正路542-5號5樓","	34168978","劉守雄","何曜宏","倪志誠","元件產品業務處協理","林美雯","(02)22186891","1977/09/06","2008/10/21",新台幣                 10.0000元,1000002390,100000239,0,0,合併,每年,董事會,"中國信託商業銀行股份有限公司","(02)6636-5566","台北市中正區重慶南路一段83號5樓","安永聯合會計師事務所","羅筱靖","馬君廷","LEDTECH　","5F.,NO.542-5,ZHONGZHENG  RD.,XINDIAN DIST.,　NEW TAIPEI  CITY , TAIWAN, R.O.C.","(02)22194336","alvin_ni@ledtech.com.tw","www.ledtech.com","倪志誠","協理","(02)22186891-2200","alvin_ni@ledtech.com.tw","www.ledtech.com"
"6165","浪凡網路科技股份有限公司","浪凡","數位雲端","－","臺北市松山區八德路2段400號6樓之2","	04386575","王冠中","王冠中","王冠中","董事長","陳華滋","(02)2731-0868","1973/04/18","2003/08/04",新台幣                 10.0000元,627526230,62752623,13070220,0,合併,每年,董事會,"福邦證券(股)公司股務代理部","(02)2383-6888","台北市中正區忠孝西路一段6號6樓","安侯建業聯合會計師事務所","林恒昇","楊樹芝","Lang","Rm. 2, 6F., No.400, Sec.2, Bade Rd., Songshan Dist.,Taipei City 105, Taiwan (R.O.C.)","(02)2731-1508","investor@jyetai.com","www.langinc.com.tw","王冠中","董事長","(02)2731-0868","investor@jyetai.com","https://langinc.com.tw/§????H???Y?B?z???f/"
"6166","凌華科技股份有限公司","凌華","電腦及週邊設備業","－","桃園市龜山區華亞一路66號","	89593343","劉鈞","黃怡暾","陳淑芬","協理","林郁庭","(03)216-5088","1995/08/29","2004/11/08",新台幣                 10.0000元,2174972570,217497257,14707559,0,合併,每年,董事會,"台新證券股務代理部","(02)2504-8125","台北市建國北路一段96號B1","勤業眾信聯合會計師事務所","林文欽","王儀雯","ADLINK　　","No. 66, Huaya 1st Rd., Guishan Dist.,Taoyuan City 333411, Taiwan(R.O.C.)","(03)328-5717","service@adlinktech.com","www.adlinktech.com","陳淑芬","協理","(03)216-5088","iris.chen@adlinktech.com","http://www.adlinktech.com/big5/investor/"
"6168","宏齊科技股份有限公司","宏齊","光電業","－","新竹市中華路五段522巷18號","	89358419","汪秉龍","汪秉龍","蘇育慧","財務部副處長","李佳慈","03-5399889","1995/03/21","2003/08/25",新台幣                 10.0000元,2060698010,206069801,0,0,合併,每年,董事會,"宏遠證券股份有限公司","02-77198899","台北市信義路四段236號3樓","安永會計師事務所","陳智忠","許新民","HARVATEK CORPOR","No.18,Lane 522,Section 5,Chung  Hwa Road, Hsin Chu, Taiwan R.O.C.Hsin Chu, Taiwan R.O.C.　","03-5399237","evasu@harvatek.com.tw","www.harvatek.com","蘇育慧","財務部副處長","03-5399889#1200","evasu@harvatek.com.tw","www.harvatek.com"
"6176","瑞儀光電股份有限公司","瑞儀","光電業","－","高雄市前鎮區中六路一號","	22101208","王本然","王昱超","張紋祥","資深副總","吳青蓉","07-8216151","1995/07/24","2007/05/15",新台幣                 10.0000元,4650272630,465027263,0,0,合併,每年,股東會,"宏遠證券股份有限公司股務代理部","02-23268818","台北市大安區信義路四段236號3樓","安侯建業聯合會計師事務所","許振隆","陳永祥","ROEC","No. 1, Central 6th Rd., Qianzhen Dist.Kaohsiung Taiwan R.O.C.","07-8154669","roec@mail.radiant.com.tw","www.radiant.com.tw","吳青蓉","經理","07-8216151","ir@radiant.com.tw","http://esg.radiant.com.tw/about_operating"
"6177","達麗建設事業股份有限公司","達麗","建材營造","－","台北市中山區建國北路一段96號10樓","	04477420","謝志長","謝志長","廖政雄","法務部協理","柳靜枝","02-25061966","1977/10/04","2013/08/01",新台幣                 10.0000元,3879106160,387910616,0,0,合併,每年,董事會,"元大證券(股)公司股務代理部","(02)2586-5859","10366台北市承德路三段210號地下一樓","立本台灣聯合會計師事務所","許坤錫","張書成","DA-LI CO.,LTD.","10F., No.96, Sec. 1, Jianguo N. Rd., Zhongshan Dist.,Taipei City 10489, Taiwan (R.O.C.)","02-25061989","service.home@da-li.com.tw","http://www.da-li.com.tw","廖政雄","法務部協理","02-25061966","CH.liao@da-li.com.tw","http://www.da-li.com.tw/contact2.htm"
"6183","關貿網路股份有限公司","關貿","資訊服務業","－","台北市南港區三重路19-13號6樓","	97162640","張陸生","高國峰","陳雪桃","副總經理","方念德","02-26551188","1996/08/06","2011/12/01",新台幣                 10.0000元,1500000000,150000000,0,0,合併,每年,股東會,"兆豐證券股份有限公司","02-33930898","(100)臺北市中正區忠孝東路2段95號1樓","安永聯合會計師事務所","謝勝安","林素雯","TRADE-VAN　　","6FL., No.19-13, Sanchung Road　Taipei, Taiwan,R.O.C.　　","02-26550598","gordan.chang@tradevan.com.tw","http://www.trade-van.com/","陳雪桃","副總經理","02-26551188","grace.chen@tradevan.com.tw","http://www.trade-van.com/investor/index.do?act=stockholder&type=11"
"6184","大豐有線電視股份有限公司","大豐電","其他","－","新北市土城區中華路二段207號5樓","	96974228","張銘志","張銘志","劉家君","法務室副總","傅妤婕","(02)8253-8888","1996/03/11","2005/02/15",新台幣                 10.0000元,1582306570,158230657,0,0,合併,每半會計年度,董事會,"宏遠證券股份有限公司","(02)2326-8818","台北市信義路4段236號3樓","資誠聯合會計師事務所","張淑瓊","吳漢期","Dafeng TV Ltd.","5F., No.207, Sec. 2, Zhonghua Rd.,Tucheng Dist., New Taipei City,Taiwan","(02)2266-1234","lydialiu@dmg.tv","http://www.dafeng.tv","劉家君","法務室副總","(02)8253-8888-4200","lydialiu@dmg.tv","http://www.dafeng.tv/company/index.php?d=18"
"6189","豐藝電子股份有限公司","豐藝","電子通路業","－","臺北市內湖區環山路一段32號4樓","	22151585","陳澄芳","陳澄芳","杜懷琪","營運長","吳麗雪","02-26590303","1986/05/26","2004/05/24",新台幣                 10.0000元,2124314220,212431422,0,0,合併,每年,股東會,"元大證券(股)公司股務代理部","02-2586-3117","台北市承德路三段210號B1","勤業眾信聯合會計師事務所","翁博仁","郭乃華","Promate","4F NO.32 SEC.1 HUAN SHAN RD.,NEI HUTAIPEI 114 TAIWAN R.O.C","02-26590005","andrewhuang@promate.com.tw","http://www.promate.com.tw","吳麗雪","財務主管","26590303#1371","jasmine_wu@promate.com.tw","http://www.promate.com.tw/stakeholder.html"
"6191","精成科技股份有限公司","精成科","電子零組件業","－","新北市新店區民權路48-3號4樓","	81069921","焦佑衡","陶正國/楊建輝","楊建輝","總經理","翁家玉","(02)2910-8800","1973/02/23","2007/10/19",新台幣                 10.0000元,4743030000,474303000,0,0,合併,每年,股東會,"精成科技股份有限公司股務辦事處","(02)27905885","114台北市內湖區行善路398號8樓","勤業眾信聯合會計師事務所","吳恪昌","張至誼","GBM","4F., No.48-3, Minquan Rd., Xindian Dist.,New Taipei City 231, Taiwan R.O.C.","(02)2912-1616","webmaster@gbmgroup.com","www.gbm.com.tw","翁家玉","財務本部處長","02-29108800","webmaster@gbmgroup.com","www.gbm.com.tw"
"6192","巨路國際股份有限公司","巨路","其他電子業","－","台北市南港區園區街3之1號12樓","	14033663","林建國","周行","周行","總經理","馬之駿","(02)27883656","1975/08/16","2004/09/27",新台幣                 10.0000元,961557700,96155770,0,0,合併,每年,董事會,"福邦證券股份有限公司","(02)2371-1658","100台北市中正區忠孝西路一段6號6樓","勤業眾信聯合會計師事務所","劉建良","戴信維","LUMAX","12F,No3-1,Park St.,Nangang District, Taipei 115, Taiwan(NanKang Software Park)Taipei, Taiwan, R.O.C.","(02)26517760","nina_kao@elumax.com","http://www.elumax.com","馬之駿","總經理室資深經理暨代理發言人","(02)27883656#854","vincent_ma@elumax.com","http://www.elumax.com"
"6196","帆宣系統科技股份有限公司","帆宣","其他電子業","－","台北市南港區園區街3-2號6樓","	23145632","高新明","林育業","林育業","總經理","林育業","(02)2655-8899","1988/12/27","2004/05/24",新台幣                 10.0000元,1961247740,196124774,0,0,合併,每年,股東會,"凱基證券股份有限公司","(02)2389-2999","台北市中正區重慶南路一段2號5樓","資誠聯合會計師事務所","王菘澤","林鈞堯","MIC","6F., No.3-2,Yuancyu St., Nangang DistrictTaipei, Taiwan, R.O.C.","(02)2655-8989","mic@micb2b.com","https://www.micb2b.com","王蕙菁","副處長","(02)2655-8899 #10078","mic@micb2b.com","https://www.micb2b.com/stakeholder/"
"6197","佳必琪國際股份有限公司","佳必琪","電子零組件業","－","新北市中和區建一路176號9樓","	86701804","張舒眉","張舒眉","易瑋鈴","董事長特助","鄭治平","02-82271658","1992/05/07","2004/11/08",新台幣                 10.0000元,1220858820,122085882,0,0,合併,每半會計年度,董事會,"凱基證券股份有限公司","02-2389-2999","台北市重慶南路一段2號5樓","資誠聯合會計師事務所","吳仁杰","林雅慧","JPC","9F No.176,  Jian-Yi  Rd.,  235 Chung Ho Dist ,New  Taipei  City , Taiwan  R.O.C","02-82271636","weiling_yi@jpcco.com","www.jpcco.com","易瑋鈴","董事長特助","02-82271658","weiling_yi@jpcco.com","https://www.jpcco.com/lang/tw/investor/stakeholder"
"6201","亞弘電科技股份有限公司","亞弘電","其他電子業","－","台南市安定區中沙里沙崙35號","	73710056","黃晉益","許瑞&#23791;","許瑞&#23791;","總經理","趙智勇","06-5932201","1981/11/25","2004/09/27",新台幣                 10.0000元,892000000,89200000,0,0,合併,每年,董事會,"中國信託商業銀行代理部","02-66365566","100 台北市重慶南路一段83號5樓","安永聯合會計師事務所","洪國森","胡子仁","YAHORNG","No.35, Shalun, Anding DistTainan City , Taiwan (R.O.C.)","06-5930030","yahorng@yahorng.com","WWW.YAHORNG.COM","趙智勇","財務主管","06-5932201","yahorng@yahorng.com","http://www.yahorng.com/profile.php?kind=5&lang=tchinese"
"6202","盛群半導體股份有限公司","盛群","半導體業","－","新竹市科學工業園區研新二路三號","	16130330","吳啟勇","高國棟","蔡榮宗","業務行銷中心副總經理","廖明通","(03)5631999","1998/10/01","2004/09/27",新台幣                 10.0000元,2261682000,226168200,0,0,合併,每年,股東會,"永豐金證券(股)公司股務代理部","(02)23816288","台北市博愛路17號3樓","安侯建業聯合會計師事務所","呂倩慧","鄭安志","HOLTEK　","NO.3, CREATION  RD. II, HSINCHU SCIENCE  PARKHSINCHU,  TAIWAN","(03)5631175","ir@holtek.com.tw","www.holtek.com.tw","王珊瑜","高級管理師","(03)5631999ext1619","ir@holtek.com.tw","http://www.holtek.com.tw/zh_tw/stakeholdersconcerns"
"6205","詮欣股份有限公司","詮欣","電子零組件業","－","新北市汐止區大同路三段188號7樓","	22115625","吳連溪","吳連溪","徐瑋莉","行政本部協理","蘇瓊英","02-86471251","1986/04/24","2008/01/21",新台幣                 10.0000元,800286360,80028636,0,0,合併,每年,董事會,"康和綜合證券股份有限公司","8787-1888","台北市信義區基隆路1段176號B1","資誠聯合會計師事務所","吳偉豪","鄭雅慧","COXOC","6F,No.194,Sec.3,Ta Tung Road,Hsi ChihNew Taipei City, Taiwan","02-86471842","service@coxoc.com.tw","http://www.coxoc.com.tw","徐瑋莉","行政本部協理","02-86471251","winning_hsu@coxoc.com.tw","http://www.coxoc.com.tw/investor_news_content.php?id=2"
"6206","飛捷科技股份有限公司","飛捷","電腦及週邊設備業","－","台北市內湖區行愛路168號","	21230513","林大成","徐嘉宏","徐嘉宏","總經理","謝勝文","87914988","1984/08/13","2004/08/03",新台幣                 10.0000元,1430623240,143062324,0,0,合併,每年,股東會,"群益金鼎證券股份有限公司","27023999","台北市敦化南路2段97號B2","安侯建業聯合會計師事務所","張惠貞","許詩淳","FLYTECH　","No. 168, Sing-ai Rd.,Neihu District, Taipei City , Taiwan","27914666","debbywu@flytech.com.tw","http://www.flytech.com","謝勝文","董事長特助","87914988","publicrelationship@flytech.com.tw","http://www.flytech.com"
"6209","今國光學工業股份有限公司","今國光","光電業","－","台中市梧棲區向上路九段562巷91號","	56654500","陳慶棋","陳義方","林炳鏻","董事長室特別助理","賴英方","04-26595985","1980/06/19","2004/11/08",新台幣                 10.0000元,1742286310,174228631,0,0,合併,每年,董事會,"福邦證券股份有限公司","02-23711658","台北市中正區忠孝西路一段6號6樓","勤業眾信聯合會計師事務所","蘇定堅","曾棟鋆","KINKO","NO 91,LANE 562, SECTION 9, XINGSHANG  ROADWUGI  DIST, TAICHUNG CITY,  TAIWAN , ROC","04-26595088","linpinglin@kinko-optical.com","www.kinko-optical.com","林炳鏻","董事長室特別助理","04-26595985","linpinglin@kinko-optical.com","http://www.kinko-optical.com/tw_interested.asp?St=B&FFkindno=22"
"6213","聯茂電子股份有限公司","聯茂","電子零組件業","－","新竹縣新埔鎮內立里大魯閣路17號","	97179403","陳進財","蔡馨(日彗)","蔡馨(日彗)","總經理","周榮燦","03-5887888","1997/04/10","2008/01/21",新台幣                 10.0000元,3629572180,362957218,0,0,合併,每年,董事會,"福邦證券股份有限公司","02-2371-1658","台北市中正區忠孝西路一段6號6樓","安侯建業聯合會計師事務所","唐嘉鍵","陳雅琳","ITEQ","No.17,Daluge Rd., Xinpu Township, Hsinchu County 305, Taiwan R.O.C.Hsinchu,Taiwan, R.O.C　　","03-5892788","service@iteq.com.tw","www.iteq.com.tw","劉欣杰","經理","03-5887888","ken.liu@iteq.com.tw","http://www.iteq.com.tw/sp1-7.asp"
"6214","精誠資訊股份有限公司","精誠","資訊服務業","－","台北市內湖區瑞光路318號","	97311466","林隆奮","林隆奮","鍾志群","財務長","鄭登元","(02)77201888","1997/01/07","2010/12/30",新台幣                 10.0000元,2723033040,272303304,0,0,合併,每年,董事會,"元大證券股份有限公司","(02)25865859","台北市承德路三段210號B1","勤業眾信聯合會計師事務所","林淑婉","郭政弘","SYSTEX","318,Ruiguang Rd., Neihu District,Taipei,Taiwan,R.O.C","(02)77207666","webmaster@systex.com","www.systex.com","張雅姿","專案經理","(02)77201888","yatzuchang@systex.com","http://tw.systex.com/stakeholders/"
"6215","和椿科技股份有限公司","和椿","其他電子業","－","台北市內湖區洲子街60號1樓","	12304443","程天縱","朱鋑隆","朱鋑隆","總經理","郭冠群","8752-3311","1980/11/18","2007/12/31",新台幣                 10.0000元,827896930,82789693,0,0,合併,每年,董事會,"福邦證券股份有限公司股務代理部","2371-1658","台北市中正區忠孝西路一段6號6樓","資誠聯合會計師事務所","王菘澤","林鈞堯","Aurotek","1FL.,No.60,Jhouzih St, Neihu District, Taipei TaiwanTaipei 114, Taiwan","8752-3347","sharehd@aurotek.com","http://www.aurotek.com.tw","陳玟瑾","財務主管","8752-3311","sharehd@aurotek.com","https://www.aurotek.com.tw/tw/about-us/csr3"
"6216","居易科技股份有限公司","居易","通信網路業","－","新竹縣湖口鄉新竹工業區復興路26號","	16242320","簡俊賢","馬鴻方","鄭明德","執行副總","曾淑芬","03-5972727","1997/10/14","2004/09/27",新台幣                 10.0000元,919478870,91947887,0,0,個別,每年,股東會,"台新證券股務代理部","02-25048125","台北市建國北路一段96號地下一樓","資誠聯合會計師事務所","馮敏娟","吳建志","DrayTek Corp.","NO.26,Fu Shin Rd.,HuKou County,Hsin-Chu Industrial ParkHsin-Chu,Taiwan R O C","03-5972121","ir@draytek.com","www.draytek.com","鄭明德","執行副總","03-5972727","ir@draytek.com","http://www.draytek.com/zh/about/stakeholder.html"
"6224","聚鼎科技股份有限公司","聚鼎","電子零組件業","－","新竹科學園區工業東四路24之1號","	16433242","朱復華","王紹裘","楊泓文","副總經理","林志中","03-5643931","1997/12/18","2009/09/17",新台幣                 10.0000元,856453610,85645361,0,0,合併,每年,董事會,"凱基證券股份有限公司","02-23892999","台北市中正區重慶南路一段2號5樓","資誠聯合會計師事務所","謝智政","劉倩瑜","PTTC.","NO.24-1 Industry E. RD Ⅳ,Hsinchu Science ParkHsin-Chu,Taiwan,R.O.C","03-5644624","ir@pttc.com.tw","www.pttc.com.tw","楊泓文","副總經理","03-5643931","ir@pttc.com.tw","http://www.pttc.com.tw/shareholder_contact.aspx"
"6225","天瀚科技股份有限公司","天瀚","光電業","－","臺北市松山區中正里長安東路2段215號9樓之一","	16253228","鄭又晉","葉綾蓮","鄭又晉","董事長","陳君玫","02-27771215","1997/10/27","2004/09/27",新台幣                 10.0000元,278000000,27800000,20825395,0,合併,每年,股東會,"凱基證券股份有限公司","02-23148800","臺北市重慶南路一段二號五樓","德昌聯合會計師事務所","陳裕勳","林之凱","AIPTEK","9F.-1, No. 215, Sec. 2, Chang’an E. Rd., Songshan Dist.Taipei City 10552, Taiwan","02-27771161","contact1@aiptek.com.tw","www.aiptek.tw","陳君玫","財務主管","02-27771215","benniechen@aiptek.com.tw","www.aiptek.tw"
"6226","光鼎電子股份有限公司","光鼎","光電業","－","新北市中和區建康路8號11樓","	22601800","馬景鵬","馬景鵬","馬明珺","副總經理","張寶玲","02-22253733","1987/09/23","2008/11/10",新台幣                 10.0000元,1166197890,116619789,0,0,合併,每年,股東會,"元大證券股份有限公司","(02)25865859","台北市大同區承德路三段210號B1","安侯建業聯合會計師事務所","梅元貞","郭仰倫","Para Light","11F., No.8, Jiankang RdZhonghe Dist., New Taipei City 235, Taiw","02-22254800","para@para.com.tw","https://www.para.com.tw","馬明珺","副總經理","02-22253733","josephine.ma@para.com.tw","https://www.para.com.tw"
"6230","尼得科超眾科技股份有限公司","尼得科超眾","電腦及週邊設備業","－","新北市三重區中興北街184-3號","	34005476","永井 淳一","無","吳適玲","行政長","林碧雲","02-29952666","1973/12/14","2010/09/16",新台幣                 10.0000元,863433960,86343396,0,0,合併,每年,股東會,"元大證券股份有限公司","(02)2586-5859","台北市承德路三段210號地下一樓","安侯建業聯合會計師事務所","寇惠植","于紀隆","NCCI","No. 184-3, Zhongxing N. St., Sanchong Dist.,New Taipei City 241, Taiwan (R.O.C.)","02-29958258","miss_lin@ccic.com.tw","www.ccic.com.tw","吳適玲","行政長","02-29952666#1666","sara_wu@ccic.com.tw","http://www.ccic.com.tw/upload/doc/csr2.pdf"
"6235","華孚科技股份有限公司","華孚","電腦及週邊設備業","－","台北市南港區南港路一段209號A棟6樓","	35383165","蔡豐賜","甘錦添","甘錦添","總經理","黃詩嵋","02-2652-2088","1954/01/23","2004/08/23",新台幣                 10.0000元,1921353060,192135306,0,0,合併,每年,董事會,"中國信託商業銀行代理部","02-66365566","台北市中正區重慶南路一段83號5樓","勤業眾信聯合會計師事務所","林文欽","王儀雯","Waffer","6F., Building A, No. 209, Sec. 1, Nangang Rd., Nangang Dist.,Taipei City 115, Taiwan (R.O.C.)","02-2651-7288","spokesman@waffer.com.tw","www.waffer.com.tw","黃詩嵋","代理發言人","02-2652-2088","annie.huang@waffer.com.tw","www.waffer.com.tw/ContactUs/Message"
"6239","力成科技股份有限公司","力成","半導體業","－","新竹縣湖口鄉新竹工業區大同路10號","	16082267","蔡篤恭","呂肇祥","曾炫章","財務長暨資深副總經理","林宥翰","03-5980300","1997/05/15","2004/11/08",新台幣                 10.0000元,7591466340,759146634,0,0,合併,每年,股東會,"康和綜合證券股份有限公司","02-87871888","台北市信義區基隆路一段176號B1","勤業眾信聯合會計師事務所","林政治","方蘇立","PTI","No. 10, Datong Rd., Hsinchu Industrial Park,HuKou Shiang, Hsinchu, Taiwan, R.O.C.","03-5979900","evant@pti.com.tw","https://www.pti.com.tw/","莊雁婷","專案經理","03-5980300","invest@pti.com.tw","https://www.pti.com.tw/"
"6243","迅杰科技股份有限公司","迅杰","半導體業","－","新竹科學工業園區新竹市力行路21號4樓","	16505809","鍾文凱","黃年宏","詹筱秦","處長","羅述武","03-6662888","1998/05/20","2009/12/17",新台幣                 10.0000元,453128410,45312841,8000000,0,合併,每年,股東會,"元大證券股務代理部","02-25865859","10365  台北市大同區承德路三段210號B1","資誠聯合會計師事務所","陳晉昌","黃珮娟","ENE","4F, No.21, Lixing Rd., Hsinchu Science Park.Hsin-Chu , Taiwan, R.O.C.","03-6662999","investor@ene.com.tw","www.ene.com.tw","詹筱秦","處長","03-6662888#3217","sharon@ene.com.tw","http://www.ene.com.tw/chinese/csr/detail.php?pid=5"
"6257","矽格股份有限公司","矽格","半導體業","－","新竹縣竹東鎮北興路1段436號","	23218022","黃興陽","葉燦鍊","陳祺昌","主計長","吳敏弘","03-5959213","1988/12/15","2003/08/25",新台幣                 10.0000元,4567410200,456741020,0,0,合併,每年,董事會,"凱基證券(股)公司股務代理部","02-23892999","台北市重慶南路一段2號5樓","資誠聯合會計師事務所","謝智政","江采燕","SIGURD　　","NO.436,  SEC.  1,  PEI-SHING RD., 　CHU-TUNG, HSIN-CHU, TAIWAN, R.O.C.　　","03-5944495","services@sigurd.com.tw","www.sigurd.com.tw","林汶","人事行政處資深處長","03-5959213分機1514","services@sigurd.com.tw","www.sigurd.com.tw"
"6269","台郡科技股份有限公司","台郡","電子零組件業","－","高雄市大寮區和發產業園區上發五路1號","	16347324","鄭明智","鄭明智","熊雅士","財務長","藍紫堂","(07)787-1008","1997/12/19","2003/09/23",新台幣                 10.0000元,3227191190,322719119,0,0,合併,每年,董事會,"元大證券股份有限公司","(02)25865859","台北市大同區承德路三段210號B1","資誠聯合會計師事務所","廖阿甚","王駿凱","FLEXIUM","No. 1, Shangfa 5th Rd., Hefa Industrial Park, Daliao Dist.,Kaohsiung City 831132, Taiwan (R.O.C.)","(07)787-7066","ir@flexium.com.tw","https://www.flexium.com.tw","廖怡雯","副理","(07)787-1008轉163","Eva_liao@flexium.com.tw","https://www.flexium.com.tw/en/green_stnp.asp"
"6271","同欣電子工業股份有限公司","同欣電","半導體業","－","台北市延平南路83號6樓","	04226986","陳泰銘","張嘉帥","張嘉帥","總經理","陳志遠","02-23890432","1974/08/11","2007/11/16",新台幣                 10.0000元,1608138640,160813864,0,0,合併,每半會計年度,董事會,"凱基證券股份有限公司","02-23892999","台北市100重慶南路一段2號5樓","安侯建業聯合會計師事務所","簡思娟","王怡文","THEIL","6TH FLOOR, NO.83, YANPING SOUTH ROADTAIPEI-TAIWAN","02-23881001","info@theil.com","www.theil.com","沈柏慶","投資人關係","02-26790122*1044","paking.shen@theil.com","www.theil.com"
